City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Samarai,PG,2020-12-31 18:42:04,-10.62,150.67,82.49,78,94,12.28
304,Asau,RO,2020-12-31 18:42:11,46.43,26.4,41.0,72,67,4.5
305,Tomatlan,MX,2020-12-31 18:48:01,19.93,-105.25,77.45,30,0,6.22
306,Pampa,US,2020-12-31 18:48:01,35.54,-100.96,42.8,26,1,10.29
307,Fort Collins,US,2020-12-31 18:45:14,40.59,-105.08,39.0,35,57,0.31
308,Tecoanapa,MX,2020-12-31 18:42:31,16.52,-98.75,81.95,52,0,10.94
309,Port Hardy,CA,2020-12-31 18:40:44,50.7,-127.42,42.8,100,75,4.7
310,Igrim,RU,2020-12-31 18:48:02,63.19,64.42,-25.31,85,0,2.48
311,Kasane,BW,2020-12-31 18:48:03,-17.82,25.15,69.8,94,75,5.82
312,Kitimat,CA,2020-12-31 18:45:13,54.05,-128.65,32.0,96,100,0.36
313,Narsaq,GL,2020-12-31 18:40:58,60.92,-46.05,32.0,94,100,5.23
314,Muros,ES,2020-12-31 18:41:53,42.78,-9.06,46.99,87,89,14.14
315,Oktyabrskiy,RU,2020-12-31 18:48:04,54.48,53.47,8.31,93,100,3.91
316,Beya,RU,2020-12-31 18:48:04,53.05,90.91,0.39,91,100,1.25
317,Nova Olimpia,BR,2020-12-31 18:48:04,-14.8,-57.29,94.06,42,56,6.17
318,Jaciara,BR,2020-12-31 18:48:04,-15.97,-54.97,91.06,46,3,4.5
319,Peleduy,RU,2020-12-31 18:48:05,59.63,112.74,-25.55,83,100,4.0
320,Tagusao,PH,2020-12-31 18:48:05,9.19,117.81,78.75,80,100,3.91
321,Plettenberg Bay,ZA,2020-12-31 18:48:05,-34.05,23.37,66.79,77,70,11.34
322,Brunico,IT,2020-12-31 18:48:06,46.8,11.94,23.0,73,75,2.53
323,Hofn,IS,2020-12-31 18:41:47,64.25,-15.21,30.18,86,0,6.35
324,Katsuura,JP,2020-12-31 18:40:36,35.13,140.3,43.0,50,20,10.29
325,Ola,RU,2020-12-31 18:44:17,59.58,151.28,-7.83,80,100,22.26
326,East Wenatchee,US,2020-12-31 18:48:06,47.42,-120.29,32.0,92,90,4.7
327,Port Augusta,AU,2020-12-31 18:48:07,-32.5,137.77,68.0,93,0,11.41
328,Asmar,AF,2020-12-31 18:48:07,35.03,71.36,41.09,44,100,13.89
329,Severobaykalsk,RU,2020-12-31 18:48:07,55.65,109.32,-8.27,83,16,5.46
330,Khasan,RU,2020-12-31 18:48:07,42.43,130.64,7.25,80,73,15.57
331,Jinka,ET,2020-12-31 18:48:08,5.65,36.65,64.8,87,30,2.1
332,Ust-Nera,RU,2020-12-31 18:48:08,64.57,143.2,-28.61,75,78,5.46
333,Ostrovnoy,RU,2020-12-31 18:41:28,68.05,39.51,17.01,95,99,13.02
334,Bambous Virieux,MU,2020-12-31 18:40:49,-20.34,57.76,78.8,78,40,14.99
335,Ustka,PL,2020-12-31 18:48:08,54.58,16.86,34.72,90,100,10.51
336,Hambantota,LK,2020-12-31 18:40:25,6.12,81.12,75.2,100,75,6.93
337,Ryotsu,JP,2020-12-31 18:48:09,38.08,138.43,31.73,97,100,17.65
338,Pointe Michel,DM,2020-12-31 18:48:09,15.25,-61.38,89.6,52,40,3.36
339,Linhares,BR,2020-12-31 18:48:11,-19.39,-40.07,84.2,62,67,9.26
340,Zheleznodorozhnyy,RU,2020-12-31 18:41:23,55.75,38.0,30.0,92,90,13.42
341,Olden,NO,2020-12-31 18:48:11,61.84,6.81,28.99,88,99,3.22
342,Belmonte,BR,2020-12-31 18:41:31,-15.86,-38.88,84.2,70,20,11.41
343,Abu Zabad,SD,2020-12-31 18:48:12,12.35,29.25,73.27,23,0,10.76
344,The Pas,CA,2020-12-31 18:48:13,53.83,-101.25,10.4,85,90,5.82
345,Saraza,PH,2020-12-31 18:48:13,8.74,117.78,79.0,79,100,9.06
346,Luanda,AO,2020-12-31 18:42:28,-8.84,13.23,78.35,84,100,9.75
347,Vyshneve,UA,2020-12-31 18:48:13,50.39,30.37,44.6,100,90,8.95
348,Makakilo City,US,2020-12-31 18:48:14,21.35,-158.09,75.2,73,1,3.36
349,Kapit,MY,2020-12-31 18:48:14,2.02,112.93,73.98,94,100,3.27
350,Zaplavnoye,RU,2020-12-31 18:48:14,48.7,45.02,26.6,100,90,11.18
351,Tres Arroyos,AR,2020-12-31 18:48:15,-38.37,-60.28,80.55,23,0,15.7
352,Haines Junction,CA,2020-12-31 18:48:15,60.75,-137.51,18.12,93,93,2.06
353,Orlik,RU,2020-12-31 18:48:16,52.52,99.83,-8.36,82,100,1.3
354,Ponta Do Sol,PT,2020-12-31 18:40:48,32.67,-17.1,60.8,67,40,6.93
355,Buta,CD,2020-12-31 18:48:16,2.79,24.73,76.03,70,2,2.19
356,Pascagoula,US,2020-12-31 18:44:25,30.37,-88.56,75.99,78,40,12.75
357,Shanghai,CN,2020-12-31 18:48:00,31.22,121.46,28.99,58,0,6.71
358,Luderitz,NA,2020-12-31 18:41:23,-26.65,15.16,73.4,43,1,21.92
359,Autun,FR,2020-12-31 18:48:17,46.95,4.3,39.99,100,90,4.7
360,Korsor,DK,2020-12-31 18:48:17,55.33,11.14,37.99,100,100,6.93
361,Walvis Bay,NA,2020-12-31 18:48:17,-22.96,14.51,66.2,68,75,6.93
362,Atbasar,KZ,2020-12-31 18:42:26,51.8,68.33,-1.62,92,100,0.78
363,Talnakh,RU,2020-12-31 18:37:12,69.49,88.4,-16.6,62,0,2.24
364,Saint-Philippe,RE,2020-12-31 18:41:05,-21.36,55.77,78.8,69,20,8.05
365,Taksimo,RU,2020-12-31 18:43:37,56.34,114.88,-20.76,78,62,1.14
366,Honiara,SB,2020-12-31 18:48:18,-9.43,159.95,73.4,88,20,2.24
367,Manggar,ID,2020-12-31 18:40:46,-2.88,108.27,77.49,87,100,8.3
368,Dukat,RU,2020-12-31 18:48:19,62.55,155.55,-37.46,81,100,6.35
369,Lorengau,PG,2020-12-31 18:41:31,-2.02,147.27,82.72,74,78,5.28
370,Sao Jose Dos Pinhais,BR,2020-12-31 18:48:19,-25.53,-49.21,73.99,73,0,3.36
371,Asyut,EG,2020-12-31 18:42:09,27.18,31.18,55.74,49,0,6.69
372,Mayo,US,2020-12-31 18:41:22,38.89,-76.51,51.8,66,1,4.7
373,Sarangani,PH,2020-12-31 18:41:19,5.4,125.46,83.7,71,100,14.97
374,Boa Vista,BR,2020-12-31 18:46:56,2.82,-60.67,89.6,49,75,10.29
375,Vestmannaeyjar,IS,2020-12-31 18:40:27,63.44,-20.27,32.63,91,0,14.03
376,Wasilla,US,2020-12-31 18:48:21,61.58,-149.44,24.01,84,1,3.0
377,Iqaluit,CA,2020-12-31 18:41:54,63.75,-68.51,-7.6,69,75,1.21
378,Tiruppur,IN,2020-12-31 18:44:17,11.1,77.35,73.4,94,75,6.64
379,Urumqi,CN,2020-12-31 18:48:21,43.8,87.6,-0.4,77,0,6.71
380,Mae Sot,TH,2020-12-31 18:48:21,16.72,98.57,62.29,77,12,3.22
381,Henties Bay,NA,2020-12-31 18:48:22,-22.12,14.28,63.0,88,22,4.68
382,Ryabovo,RU,2020-12-31 18:48:22,59.4,31.13,33.8,98,90,4.47
383,Aguimes,ES,2020-12-31 18:48:22,27.91,-15.45,66.2,59,75,14.99
384,Hamilton,US,2020-12-31 18:41:57,39.18,-84.53,32.0,87,90,5.82
385,Melo,UY,2020-12-31 18:48:23,-32.37,-54.18,80.28,23,0,13.02
386,Ambon,ID,2020-12-31 18:41:26,-3.7,128.18,82.0,89,91,5.55
387,Ketchikan,US,2020-12-31 18:40:45,55.34,-131.65,35.6,100,90,6.93
388,Seguin,US,2020-12-31 18:48:24,29.57,-97.96,44.6,75,90,11.41
389,Nioro,GM,2020-12-31 18:48:25,13.35,-15.75,90.05,19,100,4.34
390,Ystad,SE,2020-12-31 18:48:26,55.43,13.82,37.4,93,90,8.05
391,Lagoa,PT,2020-12-31 18:42:29,39.05,-27.98,59.83,79,50,14.05
392,Tignere,CM,2020-12-31 18:48:26,7.37,12.65,71.17,30,37,3.67
393,Sorong,ID,2020-12-31 18:42:09,-0.88,131.25,81.36,81,100,8.48
394,Ushibuka,JP,2020-12-31 18:48:26,32.19,130.02,44.44,76,100,16.44
395,Barbastro,ES,2020-12-31 18:48:27,42.04,0.13,42.8,100,90,2.24
396,Colon,PA,2020-12-31 18:48:27,9.36,-79.9,81.0,80,27,5.99
397,Port Lincoln,AU,2020-12-31 18:41:27,-34.73,135.87,60.08,88,25,13.13
398,Saskylakh,RU,2020-12-31 18:41:21,71.92,114.08,-26.9,82,71,13.31
399,Salas,ES,2020-12-31 18:48:27,43.41,-6.26,45.0,93,75,8.05
400,Balta,UA,2020-12-31 18:48:28,47.94,29.62,46.27,92,11,14.12
401,Belaya Gora,RU,2020-12-31 18:41:26,68.53,146.42,-17.54,88,100,6.04
402,Nabire,ID,2020-12-31 18:41:25,-3.37,135.48,76.15,89,85,3.65
403,Aksu,CN,2020-12-31 18:48:28,41.12,80.26,12.7,90,0,1.19
404,Tatawin,TN,2020-12-31 18:46:13,32.93,10.45,51.8,32,0,1.81
405,Warrnambool,AU,2020-12-31 18:48:29,-38.38,142.48,57.81,92,13,8.93
406,Rock Springs,US,2020-12-31 18:48:29,41.59,-109.2,24.8,79,40,9.17
407,Panaba,MX,2020-12-31 18:48:29,21.28,-88.27,85.3,66,29,15.57
408,Ezanville,FR,2020-12-31 18:48:30,49.03,2.37,36.0,85,0,2.24
409,Juneau,US,2020-12-31 18:40:42,58.3,-134.42,33.8,86,90,8.05
410,Catuday,PH,2020-12-31 18:48:30,16.29,119.81,74.48,72,100,8.08
411,Marion,US,2020-12-31 18:47:10,39.77,-86.16,30.99,79,90,8.05
412,Talara,PE,2020-12-31 18:48:31,-4.58,-81.27,86.0,55,0,16.11
413,Anadyr,RU,2020-12-31 18:41:18,64.75,177.48,12.2,78,75,26.84
414,Mana,GF,2020-12-31 18:48:31,5.66,-53.78,82.71,72,20,8.08
415,Kloulklubed,PW,2020-12-31 18:48:31,7.04,134.26,75.2,100,75,4.7
416,Siocon,PH,2020-12-31 18:48:31,7.71,122.14,78.12,81,34,3.4
417,Bend,US,2020-12-31 18:48:17,44.06,-121.32,42.8,76,1,8.05
418,Aquiraz,BR,2020-12-31 18:48:32,-3.9,-38.39,86.0,66,20,17.22
419,Alice,US,2020-12-31 18:48:32,27.75,-98.07,50.0,93,90,16.11
420,Hoquiam,US,2020-12-31 18:48:32,46.98,-123.89,48.0,93,90,13.87
421,Abdanan,IR,2020-12-31 18:48:32,32.99,47.42,50.95,49,0,2.68
422,Beni,CD,2020-12-31 18:48:33,0.5,29.47,66.43,86,93,2.64
423,Yambio,SS,2020-12-31 18:48:33,4.57,28.4,83.39,31,98,1.32
424,Urengoy,RU,2020-12-31 18:48:33,65.97,78.37,-21.26,83,0,7.58
425,Zarichne,UA,2020-12-31 18:48:33,51.81,26.13,38.53,96,100,8.23
426,Virginia Beach,US,2020-12-31 18:41:45,36.85,-75.98,59.0,97,100,1.01
427,Maridi,SS,2020-12-31 18:48:34,4.92,29.47,81.55,30,9,3.65
428,Mabai,CN,2020-12-31 18:48:34,23.01,104.45,37.72,91,98,2.57
429,Morondava,MG,2020-12-31 18:48:34,-20.28,44.28,83.43,76,0,8.66
430,Westport,US,2020-12-31 18:48:11,41.14,-73.36,45.0,100,100,10.49
431,Meulaboh,ID,2020-12-31 18:48:35,4.14,96.13,77.14,87,100,0.96
432,Ayan,RU,2020-12-31 18:48:35,56.45,138.17,-13.68,77,100,15.52
433,Mgandu,TZ,2020-12-31 18:48:35,-5.95,34.13,63.16,88,100,3.27
434,Tsabong,BW,2020-12-31 18:42:33,-26.02,22.4,78.42,59,100,10.07
435,Teguise,ES,2020-12-31 18:48:36,29.06,-13.56,64.4,59,75,16.11
436,Ovalle,CL,2020-12-31 18:45:00,-30.6,-71.2,87.31,26,94,11.65
437,Bilma,NE,2020-12-31 18:48:37,18.69,12.92,68.4,20,0,7.31
438,Evensk,RU,2020-12-31 18:48:37,61.95,159.23,-12.51,81,73,16.04
439,Saint-Augustin,CA,2020-12-31 18:38:58,51.23,-58.65,29.32,98,100,20.33
440,Lata,PT,2020-12-31 18:40:57,40.16,-8.33,54.0,90,36,4.0
441,Uslar,DE,2020-12-31 18:48:37,51.66,9.63,35.01,86,99,3.65
442,Sisimiut,GL,2020-12-31 18:40:57,66.94,-53.67,24.89,97,100,25.57
443,Mandalgovi,MN,2020-12-31 18:40:38,45.76,106.27,-8.41,76,70,9.73
444,Olivenza,ES,2020-12-31 18:48:38,38.68,-7.1,50.0,93,75,16.11
445,Kijang,KR,2020-12-31 18:47:50,35.24,129.21,24.8,68,20,6.93
446,Zhezkazgan,KZ,2020-12-31 18:48:39,47.8,67.71,-2.76,94,18,0.92
447,Yar,RU,2020-12-31 18:48:39,58.25,52.1,11.08,95,100,8.63
448,Bonthe,SL,2020-12-31 18:48:39,7.53,-12.51,81.16,76,0,8.39
449,Rosa Zarate,EC,2020-12-31 18:48:39,0.33,-79.47,82.0,69,86,3.15
450,Houma,US,2020-12-31 18:48:40,29.6,-90.72,75.2,78,75,16.11
451,Guadalupe,MX,2020-12-31 18:48:40,25.68,-100.25,64.4,31,20,24.16
452,Jinxiang,CN,2020-12-31 18:48:40,27.43,120.61,36.14,69,0,6.44
453,Murgab,TM,2020-12-31 18:48:40,37.5,61.97,19.4,100,90,4.7
454,Baiyin,CN,2020-12-31 18:48:41,36.56,104.21,18.0,59,0,8.95
455,Coahuayana,MX,2020-12-31 18:48:41,18.73,-103.68,66.2,59,40,7.27
456,Naze,JP,2020-12-31 18:40:47,28.37,129.48,53.6,81,75,14.99
457,Mount Gambier,AU,2020-12-31 18:41:42,-37.83,140.77,60.8,87,90,9.17
458,Tacuarembo,UY,2020-12-31 18:48:42,-31.73,-55.98,80.35,22,0,12.1
459,Cap Malheureux,MU,2020-12-31 18:40:54,-19.98,57.61,78.01,76,2,10.0
460,College,US,2020-12-31 18:40:59,64.86,-147.8,3.0,76,20,1.88
461,Vila Velha,BR,2020-12-31 18:41:13,-20.33,-40.29,86.0,55,0,17.22
462,Vila,PT,2020-12-31 18:48:42,42.03,-8.16,42.01,92,78,1.99
463,Flinders,AU,2020-12-31 18:41:37,-34.58,150.86,64.99,86,100,1.01
464,Cacule,BR,2020-12-31 18:48:43,-14.5,-42.22,88.88,32,5,4.23
465,Thinadhoo,MV,2020-12-31 18:48:43,0.53,72.93,83.21,73,100,11.9
466,Azul,AR,2020-12-31 18:48:43,-36.78,-59.86,84.0,25,0,10.0
467,Kizilskoye,RU,2020-12-31 18:48:43,52.73,58.89,1.8,89,100,1.88
468,Jaumave,MX,2020-12-31 18:48:44,23.42,-99.38,64.4,42,40,9.17
469,Mareeba,AU,2020-12-31 18:40:46,-17.0,145.43,77.0,94,98,1.25
470,French Harbor,HN,2020-12-31 18:48:44,16.35,-86.43,82.99,78,0,17.22
471,Kendari,ID,2020-12-31 18:48:44,-3.94,122.5,74.97,92,100,3.4
472,Urubamba,PE,2020-12-31 18:48:44,-13.3,-72.12,59.0,58,75,6.93
473,Carnot,CF,2020-12-31 18:48:45,4.94,15.87,78.82,27,100,3.2
474,Tual,ID,2020-12-31 18:40:52,-5.67,132.75,84.72,75,61,10.45
475,Taganak,PH,2020-12-31 18:48:45,6.08,118.3,77.0,94,20,3.36
476,Victor Harbor,AU,2020-12-31 18:40:58,-35.57,138.62,60.01,95,0,6.24
477,Ahuimanu,US,2020-12-31 18:48:46,21.44,-157.84,75.2,73,20,12.75
478,Sao Gabriel Da Cachoeira,BR,2020-12-31 18:48:46,-0.13,-67.09,87.8,62,40,6.93
479,Pyay,MM,2020-12-31 18:48:46,18.82,95.22,67.1,75,59,2.33
480,Touros,BR,2020-12-31 18:41:25,-5.2,-35.46,86.0,58,40,13.87
481,Bairiki,KI,2020-12-31 18:41:30,1.33,172.98,78.8,78,40,16.11
482,Wilmington,US,2020-12-31 18:45:42,34.23,-77.94,72.0,68,90,13.87
483,Suntar,RU,2020-12-31 18:48:47,62.14,117.63,-18.47,87,100,6.93
484,General Roca,AR,2020-12-31 18:47:16,-39.03,-67.58,84.2,39,0,10.29
485,Turinsk,RU,2020-12-31 18:45:08,58.05,63.7,-24.45,86,4,2.82
486,Saint-Pierre,RE,2020-12-31 18:40:31,-21.34,55.48,78.8,69,20,8.05
487,Vila Do Maio,CV,2020-12-31 18:48:48,15.13,-23.22,78.8,65,0,18.34
488,Bahia Blanca,AR,2020-12-31 18:48:48,-38.72,-62.27,84.4,20,0,13.69
489,Reyes,BO,2020-12-31 18:48:48,-14.32,-67.38,77.0,94,90,4.12
490,Salinas,US,2020-12-31 18:48:49,36.68,-121.66,55.0,71,1,4.7
491,Marawi,PH,2020-12-31 18:48:49,8.0,124.29,75.0,93,98,5.99
492,Albion,US,2020-12-31 18:48:49,42.24,-84.75,30.2,63,90,2.13
493,Saint-Georges,GD,2020-12-31 18:48:49,12.06,-61.75,78.8,88,75,14.25
494,Zabaykalsk,RU,2020-12-31 18:48:50,49.63,117.32,-15.74,80,0,6.06
495,Teknaf,BD,2020-12-31 18:41:36,20.86,92.31,64.2,68,2,3.31
496,Huejuquilla El Alto,MX,2020-12-31 18:48:50,22.6,-103.87,50.67,42,0,6.31
497,Pleshanovo,RU,2020-12-31 18:48:50,52.83,53.48,7.5,94,100,4.79
498,Camana,PE,2020-12-31 18:48:50,-16.62,-72.71,74.32,70,66,7.76
499,Gedo,ET,2020-12-31 18:48:51,9.02,37.45,59.79,54,99,4.0
500,Lavrentiya,RU,2020-12-31 18:40:49,65.58,-171.0,27.55,98,100,12.01
501,Ruteng,ID,2020-12-31 18:48:51,-8.61,120.47,63.61,100,100,1.03
502,Mizdah,LY,2020-12-31 18:40:52,31.45,12.98,49.14,49,100,4.07
503,Antofagasta,CL,2020-12-31 18:39:22,-23.65,-70.4,75.0,64,20,12.75
504,Balad,IQ,2020-12-31 18:48:52,34.02,44.15,57.29,37,0,4.99
505,Pacific Grove,US,2020-12-31 18:40:22,36.62,-121.92,54.0,71,1,3.36
506,Bathsheba,BB,2020-12-31 18:48:52,13.22,-59.52,84.2,66,40,23.04
507,Bukachacha,RU,2020-12-31 18:48:53,52.98,116.92,-15.41,79,42,3.13
508,Mercedes,AR,2020-12-31 18:48:53,-34.65,-59.43,84.99,25,0,7.0
509,Bud,US,2020-12-31 18:48:53,39.45,-86.18,28.99,79,75,6.93
510,Katobu,ID,2020-12-31 18:48:53,-4.94,122.53,76.15,92,89,1.43
511,Bundaberg,AU,2020-12-31 18:48:53,-24.85,152.35,73.0,94,75,6.93
512,Nueve De Julio,AR,2020-12-31 18:48:50,-35.44,-60.88,93.52,10,0,14.27
513,Avera,US,2020-12-31 18:48:54,33.19,-82.53,55.4,93,90,2.71
514,Channel-Port Aux Basques,CA,2020-12-31 18:47:02,47.57,-59.14,41.59,92,100,30.33
515,Griffith,US,2020-12-31 18:48:54,41.53,-87.42,28.99,68,40,4.7
516,Chapais,CA,2020-12-31 18:48:54,49.78,-74.85,10.4,85,90,13.87
517,Thamaga,BW,2020-12-31 18:48:55,-24.67,25.54,80.6,51,20,2.24
518,Maceio,BR,2020-12-31 18:46:06,-9.67,-35.74,80.6,78,75,14.99
519,Lensk,RU,2020-12-31 18:48:55,60.73,114.93,-22.18,83,100,8.1
520,Asfi,MA,2020-12-31 18:48:55,32.3,-9.24,56.12,72,3,16.15
521,Riyadh,SA,2020-12-31 18:38:53,24.69,46.72,60.8,59,20,4.7
522,Clifton Springs,AU,2020-12-31 18:48:56,-38.15,144.57,64.4,93,75,17.22
523,Fukue,JP,2020-12-31 18:48:56,32.69,128.84,44.55,73,100,20.09
524,Jicaro Galan,HN,2020-12-31 18:48:56,13.53,-87.44,93.2,63,75,9.17
525,Puerto Madero,MX,2020-12-31 18:48:57,14.72,-92.42,89.6,46,20,7.11
526,Hami,CN,2020-12-31 18:48:57,42.8,93.45,13.17,77,97,2.64
527,Nanakuli,US,2020-12-31 18:48:57,21.39,-158.15,75.0,73,1,3.36
528,Ilulissat,GL,2020-12-31 18:41:24,69.22,-51.1,42.8,48,3,28.86
529,Byron Bay,AU,2020-12-31 18:47:03,-28.65,153.62,73.4,83,90,8.05
530,Udachnyy,RU,2020-12-31 18:48:58,66.42,112.4,-23.8,74,0,6.71
531,Sai Buri,TH,2020-12-31 18:48:58,6.7,101.62,76.48,86,100,7.83
532,Chapleau,CA,2020-12-31 18:48:58,47.84,-83.4,19.4,85,90,8.05
533,Iquitos,PE,2020-12-31 18:44:24,-3.75,-73.25,91.4,52,40,10.29
534,Piacabucu,BR,2020-12-31 18:48:59,-10.41,-36.43,81.79,71,44,11.83
535,Nampula,MZ,2020-12-31 18:42:11,-15.12,39.27,75.2,88,75,6.93
536,Yulara,AU,2020-12-31 18:41:57,-25.24,130.99,71.6,19,0,6.93
537,Obo,CF,2020-12-31 18:49:00,5.4,26.49,82.49,29,61,3.49
538,Botwood,CA,2020-12-31 18:49:00,49.15,-55.35,30.99,89,100,8.99
539,Maple Creek,CA,2020-12-31 18:49:00,49.92,-109.48,30.2,79,0,1.12
540,Suicheng,CN,2020-12-31 18:46:40,33.9,117.93,18.91,90,0,5.57
541,Adrar,MR,2020-12-31 18:49:01,20.5,-10.07,72.12,26,0,11.99
542,Migori,KE,2020-12-31 18:49:01,-1.06,34.47,62.67,91,100,8.32
543,Fuerte Olimpo,PY,2020-12-31 18:49:01,-21.04,-57.87,80.76,77,100,6.69
544,Saint Anthony,US,2020-12-31 18:49:02,45.02,-93.22,24.01,100,90,11.41
545,Igarka,RU,2020-12-31 18:49:02,67.47,86.58,-16.06,74,59,4.21
546,Bubaque,GW,2020-12-31 18:40:35,11.28,-15.83,79.41,76,24,16.02
547,Portalegre,PT,2020-12-31 18:49:03,39.29,-7.43,50.0,93,75,16.11
548,Farsund,NO,2020-12-31 18:49:03,58.09,6.8,37.99,87,100,1.86
549,Binghamton,US,2020-12-31 18:45:00,42.1,-75.92,35.01,74,90,12.75
550,Irbeyskoye,RU,2020-12-31 18:49:04,55.64,95.45,-8.59,90,100,2.15
551,Kashi,CN,2020-12-31 18:49:04,39.45,75.98,19.4,79,0,6.71
552,Gisborne,NZ,2020-12-31 18:49:04,-38.65,178.0,57.99,97,4,4.0
553,Grand Haven,US,2020-12-31 18:49:04,43.06,-86.23,32.0,71,91,3.71
554,Ust-Kuyga,RU,2020-12-31 18:49:04,70.02,135.6,-16.74,86,100,2.19
555,Baruun-Urt,MN,2020-12-31 18:49:05,46.68,113.28,-11.43,80,100,2.28
556,Atherton,GB,2020-12-31 18:41:08,53.52,-2.49,36.0,90,100,3.04
557,Kruisfontein,ZA,2020-12-31 18:49:05,-34.0,24.73,68.0,71,95,3.0
558,Ahipara,NZ,2020-12-31 18:41:13,-35.17,173.17,63.3,65,20,1.72
559,Furtwangen,DE,2020-12-31 18:49:06,48.05,8.2,39.99,95,100,4.68
560,Constitucion,CL,2020-12-31 18:49:06,-35.33,-72.42,68.94,49,97,15.01
561,Port Hedland,AU,2020-12-31 18:49:06,-20.32,118.57,84.2,83,4,8.05
562,Emmett,US,2020-12-31 18:49:06,43.87,-116.5,32.0,91,100,6.53
563,Dawlatabad,AF,2020-12-31 18:49:06,36.41,64.91,22.86,89,0,0.11
564,Payo,ID,2020-12-31 18:49:07,-3.75,103.64,73.45,95,100,2.28
565,Raudeberg,NO,2020-12-31 18:49:07,61.99,5.14,39.0,85,51,19.8
566,Antalaha,MG,2020-12-31 18:49:07,-14.9,50.28,75.7,78,0,8.28
567,Tuatapere,NZ,2020-12-31 18:41:36,-46.13,167.68,54.0,97,100,1.99
568,Havre-Saint-Pierre,CA,2020-12-31 18:41:43,50.23,-63.6,24.8,92,75,6.93
569,Kuching,MY,2020-12-31 18:49:08,1.55,110.33,73.4,94,20,3.36
570,Alofi,NU,2020-12-31 18:42:05,-19.06,-169.92,73.4,100,87,2.24
571,Impfondo,CG,2020-12-31 18:49:09,1.64,18.07,80.74,56,100,2.3
572,Havelock,US,2020-12-31 18:44:11,34.88,-76.9,70.0,77,90,14.99
573,Beloha,MG,2020-12-31 18:49:09,-25.17,45.05,81.0,52,0,10.96
574,Rancho Palos Verdes,US,2020-12-31 18:39:28,33.74,-118.39,61.0,71,5,16.13
575,Suruc,TR,2020-12-31 18:49:09,36.98,38.42,50.0,53,0,2.75
576,Polunochnoye,RU,2020-12-31 18:49:10,60.87,60.42,-27.67,86,77,1.45
577,Chiredzi,ZW,2020-12-31 18:49:10,-21.05,31.67,78.28,77,100,8.66
578,Comodoro Rivadavia,AR,2020-12-31 18:49:11,-45.87,-67.5,80.6,39,40,12.75
579,Songea,TZ,2020-12-31 18:49:12,-10.68,35.65,69.8,88,75,2.24
580,Chicama,PE,2020-12-31 18:49:13,-7.84,-79.15,71.6,78,90,6.93
